event_key,split,event_id,label,source_exists,source_text_len,source_has_url,tree_exists,source_user_id,source_tweet_id_from_tree,id_match_event_vs_tree_source,source_delay_min_raw,source_delay_min_clean,n_nodes,n_edges,n_users,min_delay_raw,max_delay_raw,min_delay_clean,max_delay_clean,duration_min_clean,has_negative_delay,malformed_lines,invalid_delay_values,dropped_self_loops,dropped_duplicate_edges,tree_file,source_text
twitter15__509114008587100160,twitter15,509114008587100160,false,True,76,True,True,2883841,509114008587100160,True,0.0,0.00,739,744,739,0.00,27627.68,0.00,27627.68,27627.68,False,0,0,6,13,data_raw/Twitter15_16_dataset/twitter15/tree/509114008587100160.txt,"sorry, everyone—durex is not making pumpkin spice condoms this fall: URL URL"
twitter15__509152237503778816,twitter15,509152237503778816,false,True,75,True,True,5695632,509152237503778816,True,0.0,0.00,221,224,221,0.00,395302.50,0.00,395302.50,395302.50,False,0,0,0,3,data_raw/Twitter15_16_dataset/twitter15/tree/509152237503778816.txt,calm yourselves- durex has not come out with a pumpkin spice condom URL URL
twitter15__509463916586762241,twitter15,509463916586762241,true,True,68,True,True,3108351,509463916586762241,True,0.0,0.00,142,141,142,0.00,4619.77,0.00,4619.77,4619.77,False,0,0,0,1,data_raw/Twitter15_16_dataset/twitter15/tree/509463916586762241.txt,breaking: microsoft is near a deal to buy minecraft maker mojang URL
twitter15__509463933564891137,twitter15,509463933564891137,true,True,117,True,True,13461662,509463933564891137,True,0.0,0.00,160,164,160,0.00,41610.53,0.00,41610.53,41610.53,False,0,0,2,7,data_raw/Twitter15_16_dataset/twitter15/tree/509463933564891137.txt,"huh. the wall street journal reports microsoft is close to a $2b deal with mojang, aka the creators of minecraft. URL"
twitter15__509464217549021184,twitter15,509464217549021184,true,True,65,True,True,11928542,509464217549021184,True,0.0,0.00,180,185,180,0.00,3057.07,0.00,3057.07,3057.07,False,0,0,2,9,data_raw/Twitter15_16_dataset/twitter15/tree/509464217549021184.txt,"report: microsoft trying to buy mojang, creators of minecraft URL"
twitter15__509464271118688257,twitter15,509464271118688257,true,True,100,True,True,6017542,509464271118688257,True,0.0,0.00,460,464,460,0.00,33995.93,0.00,33995.93,33995.93,False,0,0,0,9,data_raw/Twitter15_16_dataset/twitter15/tree/509464271118688257.txt,source: microsoft in discussions to buy 'minecraft' maker mojang for more than $2 billion - @wsj URL
twitter15__509464457836511232,twitter15,509464457836511232,true,True,102,False,True,155620461,509464457836511232,True,0.0,0.00,286,297,286,0.00,4557.58,0.00,4557.58,4557.58,False,0,0,0,78,data_raw/Twitter15_16_dataset/twitter15/tree/509464457836511232.txt,"apparently microsoft are trying to buy mojang, the creators of minecraft, for around $2 billion... o_o"
twitter15__509466295344304129,twitter15,509466295344304129,true,True,78,True,True,14372486,509466295344304129,True,0.0,0.00,130,131,130,0.00,1177.93,0.00,1177.93,1177.93,False,0,0,0,3,data_raw/Twitter15_16_dataset/twitter15/tree/509466295344304129.txt,microsoft is reportedly buying 'minecraft' developer mojang for $2 billion URL
twitter15__509473920060104704,twitter15,509473920060104704,true,True,82,True,True,46146200,509473920060104704,True,0.0,0.00,113,115,113,0.00,4073.07,0.00,4073.07,4073.07,False,0,0,0,1,data_raw/Twitter15_16_dataset/twitter15/tree/509473920060104704.txt,microsoft to buy mojang - report URL $2 billion deal could be signed this week URL
twitter15__509478961705807872,twitter15,509478961705807872,true,True,100,True,True,14799177,509478961705807872,True,0.0,0.00,148,149,148,0.00,90638.82,0.00,90638.82,90638.82,False,0,0,0,6,data_raw/Twitter15_16_dataset/twitter15/tree/509478961705807872.txt,microsoft to buy mojang for $2 billion - report. deal to be finalised as early as this week. URL URL
twitter15__510286132568150016,twitter15,510286132568150016,false,True,56,True,True,1138569926,510286132568150016,True,0.0,0.00,408,408,408,0.00,188873.62,0.00,188873.62,188873.62,False,0,0,0,3,data_raw/Twitter15_16_dataset/twitter15/tree/510286132568150016.txt,detroit niggas are savages they stole the batmobile. URL
twitter15__510507736287961088,twitter15,510507736287961088,unverified,True,118,True,True,17004618,510507736287961088,True,0.0,0.00,156,156,156,0.00,28951.53,0.00,28951.53,28951.53,False,0,0,0,10,data_raw/Twitter15_16_dataset/twitter15/tree/510507736287961088.txt,us govt reportedly threatened to prosecute family of kidnapped journalist jim foley if it paid ransom URL h/t @acarvin
twitter15__510906049549705216,twitter15,510906049549705216,true,True,96,True,True,322572436,510906049549705216,True,0.0,0.00,200,206,200,0.00,13332.85,0.00,13332.85,13332.85,False,0,0,0,20,data_raw/Twitter15_16_dataset/twitter15/tree/510906049549705216.txt,breaking news: isis beheads a british hostage david haines in message to america's partners. URL
twitter15__510908595144519680,twitter15,510908595144519680,true,True,98,True,True,16887175,510908595144519680,True,0.0,0.00,198,203,198,0.00,1868.07,0.00,1868.07,1868.07,False,0,0,2,7,data_raw/Twitter15_16_dataset/twitter15/tree/510908595144519680.txt,david haines 'beheading': isis release video claiming to show execution of british hostage URL URL
twitter15__510916464631889920,twitter15,510916464631889920,true,True,121,True,True,6017542,510916464631889920,True,0.0,0.00,247,248,247,0.00,4981.45,0.00,4981.45,4981.45,False,0,0,1,7,data_raw/Twitter15_16_dataset/twitter15/tree/510916464631889920.txt,islamic state video purports to show beheading of british hostage david haines; officials can't confirm- @dailymirror URL
twitter15__510916647373516800,twitter15,510916647373516800,true,True,100,True,True,87818409,510916647373516800,True,0.0,0.00,189,188,189,0.00,3595.38,0.00,3595.38,3595.38,False,0,0,0,5,data_raw/Twitter15_16_dataset/twitter15/tree/510916647373516800.txt,a video has been released by isis apparently showing the murder of british hostage david haines: URL
twitter15__510916725953417218,twitter15,510916725953417218,true,True,67,True,True,14511951,510916725953417218,True,0.0,0.00,149,149,149,0.00,4709.77,0.00,4709.77,4709.77,False,0,0,0,1,data_raw/Twitter15_16_dataset/twitter15/tree/510916725953417218.txt,just in: isis video claims to show beheading of british citizen URL
twitter15__510918747188514816,twitter15,510918747188514816,true,True,85,False,True,1367531,510918747188514816,True,0.0,0.00,376,381,376,0.00,67631.40,0.00,67631.40,67631.40,False,0,0,0,41,data_raw/Twitter15_16_dataset/twitter15/tree/510918747188514816.txt,breaking: video claims to show beheading of british aid worker david haines by #isis.
twitter15__510921017972514817,twitter15,510921017972514817,true,True,115,True,True,16172991,510921017972514817,True,0.0,0.00,921,931,921,0.00,8580.08,0.00,8580.08,8580.08,False,0,0,0,22,data_raw/Twitter15_16_dataset/twitter15/tree/510921017972514817.txt,uk aid worker david haines beheaded by #isis remember this great & giving man this way not as isis wants @acted URL
twitter15__510922415468449792,twitter15,510922415468449792,true,True,119,True,True,9397732,510922415468449792,True,0.0,0.00,144,144,144,0.00,2156.78,0.00,2156.78,2156.78,False,0,0,0,0,data_raw/Twitter15_16_dataset/twitter15/tree/510922415468449792.txt,awful mt @scclemons:uk aid worker david haines beheaded by #isis remember this great man this way not as isis wants URL
twitter15__510931521306243072,twitter15,510931521306243072,true,True,115,True,True,1367531,510931521306243072,True,0.0,0.00,330,331,330,0.00,12720.58,0.00,12720.58,12720.58,False,0,0,0,13,data_raw/Twitter15_16_dataset/twitter15/tree/510931521306243072.txt,update: uk prime minister david #cameron describes apparent beheading of david #haines as 'an act of pure evil' URL
twitter15__511330322831507456,twitter15,511330322831507456,unverified,True,119,True,True,91882544,511330322831507456,True,0.0,0.00,585,589,585,0.00,71566.10,0.00,71566.10,71566.10,False,0,0,1,14,data_raw/Twitter15_16_dataset/twitter15/tree/511330322831507456.txt,life in obama's america: govt officials threaten to prosecute american families for trying to save their loved ones URL
twitter15__511918957255991296,twitter15,511918957255991296,false,True,98,True,True,121656624,511918957255991296,True,0.0,0.00,152,152,152,0.00,132421.85,0.00,132421.85,132421.85,False,0,0,0,10,data_raw/Twitter15_16_dataset/twitter15/tree/511918957255991296.txt,three of five detainees swapped are now isis leaders: URL #talibanswap #tcot #ccot #usa #bowie URL
twitter15__513015596879867904,twitter15,513015596879867904,false,True,117,True,True,18548136,513015596879867904,True,0.0,0.00,369,368,369,0.00,188.35,0.00,188.35,188.35,False,0,0,0,0,data_raw/Twitter15_16_dataset/twitter15/tree/513015596879867904.txt,@legendgary #hitemup! bad boy c.e.o. @iamdiddy arrested in connection with murder of tupac shakur: ... URL @wethewest
twitter15__513437031020916738,twitter15,513437031020916738,false,True,97,True,True,2741313561,513437031020916738,True,0.0,0.00,219,218,219,0.00,2709.50,0.00,2709.50,2709.50,False,0,0,0,0,data_raw/Twitter15_16_dataset/twitter15/tree/513437031020916738.txt,'sean combs hoax: puff daddy arrested in tupac shakur murder totally fake; p diddy is ok' URL URL
twitter15__513749585391390720,twitter15,513749585391390720,true,True,75,True,True,774187063,513749585391390720,True,0.0,0.00,267,273,267,0.00,11851.63,0.00,11851.63,11851.63,False,0,0,0,14,data_raw/Twitter15_16_dataset/twitter15/tree/513749585391390720.txt,starbucks is testing a new latte that tastes exactly like guinness: URL URL
twitter15__513779458340569088,twitter15,513779458340569088,true,True,70,True,True,5695632,513779458340569088,True,0.0,0.00,189,190,189,0.00,2509.58,0.00,2509.58,2509.58,False,0,0,0,4,data_raw/Twitter15_16_dataset/twitter15/tree/513779458340569088.txt,starbucks is testing a new latte that tastes exactly like guinness URL
twitter15__513922322915282945,twitter15,513922322915282945,false,True,71,True,True,93637779,513922322915282945,True,0.0,0.00,195,196,195,0.00,37240.83,0.00,37240.83,37240.83,False,0,0,0,10,data_raw/Twitter15_16_dataset/twitter15/tree/513922322915282945.txt,three of five detainees swapped are now isis leaders claims URL URL URL
twitter15__514039286845698048,twitter15,514039286845698048,true,True,99,True,True,23482952,514039286845698048,True,0.0,0.00,682,683,682,0.00,147853.13,0.00,147853.13,147853.13,False,0,0,0,7,data_raw/Twitter15_16_dataset/twitter15/tree/514039286845698048.txt,"alaskan reporter says ""f*ck this,"" quits on live tv — her coworker's reaction is priceless: URL URL"
twitter15__514057033419849728,twitter15,514057033419849728,true,True,94,True,True,23482952,514057033419849728,True,0.0,0.00,140,139,140,0.00,3346.70,0.00,3346.70,3346.70,False,0,0,0,4,data_raw/Twitter15_16_dataset/twitter15/tree/514057033419849728.txt,"alaskan reporter says ""f*ck this,"" quits on live tv in marijuana legalization protest: URL URL"
twitter15__514062859987595264,twitter15,514062859987595264,false,True,83,True,True,380285402,514062859987595264,True,0.0,0.00,910,941,910,0.00,31808.35,0.00,31808.35,31808.35,False,0,0,2,66,data_raw/Twitter15_16_dataset/twitter15/tree/514062859987595264.txt,florida woman surgically adds third breast in bid to become reality tv star URL URL
twitter15__514067907475959808,twitter15,514067907475959808,false,True,94,True,True,292777349,514067907475959808,True,0.0,0.00,524,542,524,0.00,6490.32,0.00,6490.32,6490.32,False,0,0,1,46,data_raw/Twitter15_16_dataset/twitter15/tree/514067907475959808.txt,florida woman surgically adds third breast in bid to become reality tv star URL via daily mail
twitter15__514072132301910016,twitter15,514072132301910016,false,True,97,True,True,9763482,514072132301910016,True,0.0,0.00,189,199,189,0.00,252680.97,0.00,252680.97,252680.97,False,0,0,0,15,data_raw/Twitter15_16_dataset/twitter15/tree/514072132301910016.txt,"a florida woman had surgery to add a third breast to make herself ""unatttractive to men."" URL URL"
twitter15__514081464171102208,twitter15,514081464171102208,false,True,65,True,True,13049362,514081464171102208,True,0.0,0.00,639,651,639,0.00,140809.55,0.00,140809.55,140809.55,False,0,0,2,27,data_raw/Twitter15_16_dataset/twitter15/tree/514081464171102208.txt,a florida woman had surgery to give herself a third boob: URL URL
twitter15__514098803347951616,twitter15,514098803347951616,true,True,136,False,True,292777349,514098803347951616,True,0.0,0.00,126,127,126,0.00,338.48,0.00,338.48,338.48,False,0,0,0,5,data_raw/Twitter15_16_dataset/twitter15/tree/514098803347951616.txt,breaking news: the 3 missing afghan soldiers have been found trying to cross into canada at the rainbow bridge in niagara falls. ny. nbc
twitter15__514098833253748736,twitter15,514098833253748736,true,True,136,False,True,8839632,514098833253748736,True,0.0,0.00,197,201,197,0.00,13053.88,0.00,13053.88,13053.88,False,0,0,0,5,data_raw/Twitter15_16_dataset/twitter15/tree/514098833253748736.txt,"breaking: 3 missing afghan soldiers have been found trying to cross the border into canada, senior law enforcement source tells nbc news"
twitter15__514100169307348992,twitter15,514100169307348992,true,True,121,True,True,6017542,514100169307348992,True,0.0,0.00,172,171,172,0.00,3259.53,0.00,3259.53,3259.53,False,0,0,0,1,data_raw/Twitter15_16_dataset/twitter15/tree/514100169307348992.txt,"reports: missing afghan soldiers found trying to cross into canada, source says -@wcvb, @7news, @nbcnews URL (fixes typo)"
twitter15__514106273852174337,twitter15,514106273852174337,true,True,88,True,True,14173315,514106273852174337,True,0.0,0.00,534,542,534,0.00,36074.58,0.00,36074.58,36074.58,False,0,0,0,17,data_raw/Twitter15_16_dataset/twitter15/tree/514106273852174337.txt,just in: missing afghan soldiers found trying to enter canada near niagara falls URL URL
twitter15__514106939173634048,twitter15,514106939173634048,true,True,76,True,True,1367531,514106939173634048,True,0.0,0.00,241,244,241,0.00,4784.37,0.00,4784.37,4784.37,False,0,0,0,7,data_raw/Twitter15_16_dataset/twitter15/tree/514106939173634048.txt,#breaking: missing afghan soldiers reportedly found near canadian border URL
twitter15__514109888138842113,twitter15,514109888138842113,true,True,99,True,True,23482952,514109888138842113,True,0.0,0.00,167,166,167,0.00,373317.22,0.00,373317.22,373317.22,False,0,0,0,0,data_raw/Twitter15_16_dataset/twitter15/tree/514109888138842113.txt,"alaskan reporter says ""f*ck this,"" quits on live tv — her coworker's reaction is priceless: URL URL"
twitter15__514142113601437696,twitter15,514142113601437696,true,True,101,True,True,759251,514142113601437696,True,0.0,0.00,984,985,984,0.00,30824.02,0.00,30824.02,30824.02,False,0,0,0,15,data_raw/Twitter15_16_dataset/twitter15/tree/514142113601437696.txt,"well, this is one way to quit your job. watch alaskan reporter charlo green quit live on air. URL URL"
twitter15__514148279601606656,twitter15,514148279601606656,true,True,94,True,True,972651,514148279601606656,True,0.0,0.00,203,207,203,0.00,9697.62,0.00,9697.62,9697.62,False,0,0,1,7,data_raw/Twitter15_16_dataset/twitter15/tree/514148279601606656.txt,starbucks is experimenting with a beer-flavored latte that reportedly tastes like guinness URL
twitter15__514150992552931328,twitter15,514150992552931328,false,True,53,True,True,1269837428,514150992552931328,True,0.0,0.00,1353,1380,1353,0.00,1006951.70,0.00,1006951.70,1006951.70,False,0,0,0,55,data_raw/Twitter15_16_dataset/twitter15/tree/514150992552931328.txt,"florida woman pays $20,000 for third breast | URL URL"
twitter15__514201362729828352,twitter15,514201362729828352,true,True,87,True,True,428333,514201362729828352,True,0.0,0.00,351,351,351,0.00,409526.35,0.00,409526.35,409526.35,False,0,0,1,16,data_raw/Twitter15_16_dataset/twitter15/tree/514201362729828352.txt,"three missing afghan officers are in custody at the u.s.-canada border, police say. URL"
twitter15__514308277803294721,twitter15,514308277803294721,unverified,True,116,True,True,18548136,514308277803294721,True,0.0,0.00,319,318,319,0.00,1689.45,0.00,1689.45,1689.45,False,0,0,0,3,data_raw/Twitter15_16_dataset/twitter15/tree/514308277803294721.txt,#hiphop #rap #news apple to shut down beats music streaming service: insiders at beats and apple sa... URL @djscrill
twitter15__514395350615203841,twitter15,514395350615203841,true,True,100,True,True,1562935142,514395350615203841,True,0.0,0.00,164,167,164,0.00,1420.87,0.00,1420.87,1420.87,False,0,0,0,7,data_raw/Twitter15_16_dataset/twitter15/tree/514395350615203841.txt,reporter charlo green quit on air to start a marijuana business URL will quitting on tv pay off? URL
twitter15__514420223873941504,twitter15,514420223873941504,true,True,79,True,True,19636948,514420223873941504,True,0.0,0.00,118,117,118,0.00,4755.33,0.00,4755.33,4755.33,False,0,0,0,0,data_raw/Twitter15_16_dataset/twitter15/tree/514420223873941504.txt,police officers deliver the pie after pizza hut driver injured in crash URL URL
twitter15__514429381737852929,twitter15,514429381737852929,false,True,93,True,True,14861285,514429381737852929,True,0.0,0.00,228,234,228,0.00,4121.75,0.00,4121.75,4121.75,False,0,0,0,9,data_raw/Twitter15_16_dataset/twitter15/tree/514429381737852929.txt,some iphone 6 plus owners accidentally bending their iphones in pockets URL by @kellyhodgkins
twitter15__514451906211893248,twitter15,514451906211893248,true,True,109,True,True,430048955,514451906211893248,True,0.0,0.00,121,121,121,0.00,95446.57,0.00,95446.57,95446.57,False,0,0,0,1,data_raw/Twitter15_16_dataset/twitter15/tree/514451906211893248.txt,oregon police officers step in and make delivery after pizza hut driver gets injured in a car crash: URL #odd
twitter15__514468018970034176,twitter15,514468018970034176,false,True,76,True,True,5695632,514468018970034176,True,0.0,0.00,146,149,146,0.00,1729.83,0.00,1729.83,1729.83,False,0,0,0,10,data_raw/Twitter15_16_dataset/twitter15/tree/514468018970034176.txt,iphone 6 plus users are sitting on and bending their enormous new phones URL
twitter15__514478918636535808,twitter15,514478918636535808,true,True,79,True,True,14173315,514478918636535808,True,0.0,0.00,530,530,530,0.00,82707.90,0.00,82707.90,82707.90,False,0,0,0,8,data_raw/Twitter15_16_dataset/twitter15/tree/514478918636535808.txt,portland cops complete delivery after pizza hut driver injured in crash URL URL
twitter15__514483762566922240,twitter15,514483762566922240,false,True,84,True,True,106514999,514483762566922240,True,0.0,0.00,202,202,202,0.00,13267.53,0.00,13267.53,13267.53,False,0,0,0,1,data_raw/Twitter15_16_dataset/twitter15/tree/514483762566922240.txt,iphone 6 users report that their phones are bending in their pockets... lol. URL URL
twitter15__514495841600811009,twitter15,514495841600811009,false,True,55,True,True,14293310,514495841600811009,True,0.0,0.00,279,281,279,0.00,5030.28,0.00,5030.28,5030.28,False,0,0,0,8,data_raw/Twitter15_16_dataset/twitter15/tree/514495841600811009.txt,iphone 6 owners claim it's bending in their pockets URL
twitter15__514508854990999553,twitter15,514508854990999553,false,True,72,True,True,12579352,514508854990999553,True,0.0,0.00,277,278,277,0.00,2777.68,0.00,2777.68,2777.68,False,0,0,0,1,data_raw/Twitter15_16_dataset/twitter15/tree/514508854990999553.txt,apple fans' tight pants are bending the iphone 6 plus URL #bendghazi URL
twitter15__514512849876836352,twitter15,514512849876836352,false,True,52,True,True,575853327,514512849876836352,True,0.0,0.00,1372,1375,1372,0.00,44972.18,0.00,44972.18,44972.18,False,0,0,1,16,data_raw/Twitter15_16_dataset/twitter15/tree/514512849876836352.txt,don't put your iphone 6 in your pocket y'all URL URL
twitter15__514517213022543872,twitter15,514517213022543872,false,True,73,True,True,29873662,514517213022543872,True,0.0,0.00,411,426,411,-15.80,9855.45,0.00,9855.45,9855.45,True,0,0,5,31,data_raw/Twitter15_16_dataset/twitter15/tree/514517213022543872.txt,"2,000,000 views incoming… rt @unboxtherapy: iphone 6 plus bend test - URL"
twitter15__514517470238240768,twitter15,514517470238240768,false,True,69,True,True,2890961,514517470238240768,True,0.0,0.00,956,981,956,0.00,22908.02,0.00,22908.02,22908.02,False,0,0,1,36,data_raw/Twitter15_16_dataset/twitter15/tree/514517470238240768.txt,and here's a guy bending an iphone 6 plus with his bare hands URL URL
twitter15__514535408126795776,twitter15,514535408126795776,false,True,108,True,True,23055689,514535408126795776,True,0.0,0.00,160,162,160,0.00,1214.13,0.00,1214.13,1214.13,False,0,0,0,4,data_raw/Twitter15_16_dataset/twitter15/tree/514535408126795776.txt,"quite a design flaw rt @nymag: if you sit with your iphone 6 plus in your pocket, it bends beyond repair URL"
twitter15__514540926640087040,twitter15,514540926640087040,false,True,60,True,True,20562637,514540926640087040,True,0.0,0.00,191,192,191,0.00,9459.90,0.00,9459.90,9459.90,False,0,0,2,6,data_raw/Twitter15_16_dataset/twitter15/tree/514540926640087040.txt,the iphone 6 plus really does have a bending problem URL URL
twitter15__514546272972574721,twitter15,514546272972574721,false,True,77,True,True,14511951,514546272972574721,True,0.0,0.00,115,114,115,0.00,957.72,0.00,957.72,957.72,False,0,0,0,0,data_raw/Twitter15_16_dataset/twitter15/tree/514546272972574721.txt,"if you put an iphone 6 in your pocket, it may not come out the same shape URL"
twitter15__514550436377137152,twitter15,514550436377137152,false,True,84,True,True,624413,514550436377137152,True,0.0,0.00,222,224,222,0.00,11707.03,0.00,11707.03,11707.03,False,0,0,0,1,data_raw/Twitter15_16_dataset/twitter15/tree/514550436377137152.txt,iphone 6 plus owners are complaining that their phones are actually bending: URL URL
twitter15__514555852351479808,twitter15,514555852351479808,false,True,99,True,True,16675569,514555852351479808,True,0.0,0.00,197,199,197,0.00,3876.42,0.00,3876.42,3876.42,False,0,0,0,4,data_raw/Twitter15_16_dataset/twitter15/tree/514555852351479808.txt,"dubbed #bendgate, iphone 6 plus users report the aluminium body is bending in pants pockets URL URL"
twitter15__515519742355185664,twitter15,515519742355185664,true,True,131,False,True,22844997,515519742355185664,True,0.0,0.00,135,135,135,0.00,3172.07,0.00,3172.07,3172.07,False,0,0,0,4,data_raw/Twitter15_16_dataset/twitter15/tree/515519742355185664.txt,vaughn foods co-worker who witnessed murder tells #news9 murder suspect alton nolen was shouting islamic phrases. fbi investigating
twitter15__515538937058971648,twitter15,515538937058971648,true,True,82,True,True,469194846,515538937058971648,True,0.0,0.00,175,187,175,0.00,7962.03,0.00,7962.03,7962.03,False,0,0,0,14,data_raw/Twitter15_16_dataset/twitter15/tree/515538937058971648.txt,"update: photo of suspect, alton nolen, in moore, okla. beheading released. URL URL"
twitter15__515598200796090369,twitter15,515598200796090369,true,True,121,True,True,1603939555,515598200796090369,True,0.0,0.00,96,95,96,0.00,2429.17,0.00,2429.17,2429.17,False,0,0,0,0,data_raw/Twitter15_16_dataset/twitter15/tree/515598200796090369.txt,"#workplace hero shoots #altonnolen #stabbings #beheading priors drugs/manhunt, recent radical convert #judicialgrinds URL"
twitter15__515717938025078784,twitter15,515717938025078784,true,True,135,False,True,627830911,515717938025078784,True,0.0,0.00,163,189,163,0.00,3930.48,0.00,3930.48,3930.48,False,0,0,0,39,data_raw/Twitter15_16_dataset/twitter15/tree/515717938025078784.txt,"let's stop calling her the lady who was beheaded, etc. that dehumanizes her. she was colleen hufford. people loved her. she had a life."
twitter15__515918632178577408,twitter15,515918632178577408,false,True,83,True,True,219937434,515918632178577408,True,0.0,0.00,511,535,511,0.00,16558.85,0.00,16558.85,16558.85,False,0,0,1,46,data_raw/Twitter15_16_dataset/twitter15/tree/515918632178577408.txt,groundbreaking female pilot who bombed #isis is now disowned by her family: URL URL
twitter15__516313006427602944,twitter15,516313006427602944,unverified,True,99,True,True,2422891823,516313006427602944,True,0.0,0.00,150,151,150,0.00,1350.22,0.00,1350.22,1350.22,False,0,0,0,1,data_raw/Twitter15_16_dataset/twitter15/tree/516313006427602944.txt,"incredible! rt @ryan ""hands up don't shoot has travelled from #ferguson, missouri to #hongkong"" URL"
twitter15__516321020815228929,twitter15,516321020815228929,true,True,117,True,True,457984599,516321020815228929,True,0.0,0.00,112,112,112,0.00,6141.03,0.00,6141.03,6141.03,False,0,0,0,2,data_raw/Twitter15_16_dataset/twitter15/tree/516321020815228929.txt,"beheading suspect attended same mosque as 9/11 terrorist: moore, oklahoma -- alton nolen, the man who beheaded... URL"
twitter15__516345893139001346,twitter15,516345893139001346,unverified,True,104,True,True,9228382,516345893139001346,True,0.0,0.00,1413,1420,1413,0.00,83214.48,0.00,83214.48,83214.48,False,0,0,0,4,data_raw/Twitter15_16_dataset/twitter15/tree/516345893139001346.txt,hands up don't shoot is being used by tens of thousands as a form of protest in hong kong. powerful. URL
twitter15__516358319317852160,twitter15,516358319317852160,unverified,True,118,True,True,292777349,516358319317852160,True,0.0,0.00,94,93,94,0.00,1690.43,0.00,1690.43,1690.43,False,0,0,0,0,data_raw/Twitter15_16_dataset/twitter15/tree/516358319317852160.txt,hands up don't shoot is being used by tens of thousands as a form of protest in hong kong. powerful. via @mrmedina URL
twitter15__516361247223058432,twitter15,516361247223058432,unverified,True,94,True,True,6267962,516361247223058432,True,0.0,0.00,688,692,688,0.00,138815.92,0.00,138815.92,138815.92,False,0,0,0,3,data_raw/Twitter15_16_dataset/twitter15/tree/516361247223058432.txt,"hong kong ""hands up, don't shoot"" emulation of ferguson protests is such a powerful image: URL"
twitter15__516371936604352513,twitter15,516371936604352513,unverified,True,117,True,True,65375759,516371936604352513,True,0.0,0.00,185,186,185,-42.48,18792.20,0.00,18792.20,18792.20,True,0,0,0,2,data_raw/Twitter15_16_dataset/twitter15/tree/516371936604352513.txt,"oh, my. rt @dangillmor hong kong ""hands up, don't shoot"" emulation of ferguson protests is such a powerful image: URL"
twitter15__516377014790782977,twitter15,516377014790782977,unverified,True,110,True,True,472552916,516377014790782977,True,0.0,0.00,1326,1335,1326,0.00,48460.10,0.00,48460.10,48460.10,False,0,0,0,13,data_raw/Twitter15_16_dataset/twitter15/tree/516377014790782977.txt,"protestors in hong kong mimicking the ""hands up, don't shoot"" of ferguson demonstrations (alex ogle/getty) URL"
twitter15__516386101766782976,twitter15,516386101766782976,unverified,True,117,True,True,6267962,516386101766782976,True,0.0,0.00,170,174,170,0.00,60889.15,0.00,60889.15,60889.15,False,0,0,1,2,data_raw/Twitter15_16_dataset/twitter15/tree/516386101766782976.txt,"some authoritarian americans are pissed that i'm helping this hong kong ""hands up, don't shoot"" picture go viral: URL"
twitter15__516390549012480001,twitter15,516390549012480001,unverified,True,109,True,True,43289988,516390549012480001,True,0.0,0.00,253,255,253,0.00,2357.12,0.00,2357.12,2357.12,False,0,0,0,1,data_raw/Twitter15_16_dataset/twitter15/tree/516390549012480001.txt,"rt @dangillmor hong kong ""hands up, don't shoot"" emulation of ferguson protests is such a powerful image: URL"
twitter15__516394449065496577,twitter15,516394449065496577,unverified,True,86,True,True,2347049341,516394449065496577,True,0.0,0.00,120,123,120,0.00,1156.85,0.00,1156.85,1156.85,False,0,0,2,3,data_raw/Twitter15_16_dataset/twitter15/tree/516394449065496577.txt,"hong kong's protesters are using the ""hands up, don't shoot"" gesture from ferguson URL"
twitter15__516395112201736192,twitter15,516395112201736192,unverified,True,49,True,True,15446531,516395112201736192,True,0.0,0.00,134,133,134,0.00,184606.53,0.00,184606.53,184606.53,False,0,0,0,1,data_raw/Twitter15_16_dataset/twitter15/tree/516395112201736192.txt,"hands up, don’t shoot —hong kong edition: URL URL"
twitter15__516411927506206721,twitter15,516411927506206721,unverified,True,116,True,True,60919240,516411927506206721,True,0.0,0.00,155,165,155,0.00,6043.32,0.00,6043.32,6043.32,False,0,0,3,38,data_raw/Twitter15_16_dataset/twitter15/tree/516411927506206721.txt,"hong kong's protesters are using the ""hands up, don't shoot"" gesture from ferguson, missouri. #handsupdontshoot. URL"
twitter15__516414874348298240,twitter15,516414874348298240,unverified,True,118,True,True,282977213,516414874348298240,True,0.0,0.00,189,189,189,0.00,8145.63,0.00,8145.63,8145.63,False,0,0,0,2,data_raw/Twitter15_16_dataset/twitter15/tree/516414874348298240.txt,"the globalisation of civil disobedience: #hongkong's protesters use the #ferguson ""hands up, don't shoot"" gesture. URL"
twitter15__516420964834611201,twitter15,516420964834611201,unverified,True,90,True,True,466519303,516420964834611201,True,0.0,0.00,105,105,105,0.00,5334.07,0.00,5334.07,5334.07,False,0,0,0,2,data_raw/Twitter15_16_dataset/twitter15/tree/516420964834611201.txt,"from #ferguson to #hongkong. #hongkongdemocracy protests adopt ""hands up, don't shoot"" URL"
twitter15__516423807394131968,twitter15,516423807394131968,unverified,True,121,True,True,24258355,516423807394131968,True,0.0,0.00,335,335,335,0.00,96722.43,0.00,96722.43,96722.43,False,0,0,0,8,data_raw/Twitter15_16_dataset/twitter15/tree/516423807394131968.txt,"beautiful global solidarity in #hongkong where protesters are marching with ""hands up, don't shoot"" gesture #ferguson URL"
